#auto generated file!
180.0;152;264;284
186.0;154;262;284
192.0;158;264;278
198.0;159;266;275
204.0;161;268;271
210.0;163;268;269
216.0;167;266;267
222.0;169;267;264
228.0;170;269;261
234.0;169;267;264
240.0;170;265;265
246.0;175;266;259
252.0;179;265;256
258.0;178;263;259
264.0;178;263;259
270.0;177;262;261
276.0;178;265;257
282.0;179;263;258
288.0;178;264;258
294.0;177;263;260
300.0;178;262;260
306.0;177;265;258
312.0;180;270;250
318.0;185;267;248
324.0;187;266;247
330.0;188;266;246
336.0;191;263;246
342.0;191;268;241
348.0;189;272;239
354.0;193;267;240
360.0;194;272;234
366.0;197;276;227
372.0;196;276;228
378.0;197;274;229
384.0;200;275;225
390.0;202;279;219
396.0;207;278;215
402.0;206;283;211
408.0;206;285;209
414.0;208;288;204
420.0;205;294;201
426.0;203;297;200
432.0;200;303;197
438.0;200;304;196
444.0;200;305;195
450.0;196;303;201
456.0;197;303;200
462.0;197;299;204
468.0;195;304;201
474.0;193;304;203
480.0;195;299;206
486.0;195;296;209
492.0;194;294;212
498.0;194;291;215
504.0;197;290;213
510.0;198;294;208
516.0;196;295;209
522.0;195;293;212
528.0;194;294;212
534.0;195;292;213
540.0;197;289;214
546.0;201;287;212
552.0;202;285;213
558.0;205;284;211
564.0;201;290;209
570.0;205;289;206
576.0;206;288;206
582.0;205;290;205
588.0;207;288;205
594.0;208;285;207
600.0;206;281;213
606.0;208;282;210
612.0;206;283;211
618.0;206;283;211
624.0;207;282;211
630.0;204;281;215
636.0;207;283;210
642.0;209;284;207
648.0;209;281;210
654.0;207;278;215
660.0;204;277;219
666.0;201;280;219
672.0;205;279;216
678.0;204;279;217
684.0;202;280;218
690.0;207;281;212
696.0;208;281;211
702.0;210;278;212
708.0;211;277;212
714.0;211;282;207
720.0;213;281;206
726.0;215;280;205
732.0;217;277;206
738.0;216;276;208
744.0;213;278;209
750.0;215;274;211
756.0;216;272;212
762.0;217;269;214
768.0;219;266;215
774.0;218;265;217
780.0;214;266;220
786.0;214;269;217
792.0;215;269;216
798.0;215;270;215
804.0;218;270;212
810.0;219;268;213
816.0;219;265;216
822.0;220;265;215
828.0;218;269;213
834.0;220;263;217
840.0;219;264;217
846.0;218;262;220
852.0;218;264;218
858.0;217;267;216
864.0;217;264;219
870.0;217;260;223
876.0;220;262;218
882.0;222;257;221
888.0;222;254;224
894.0;222;251;227
900.0;223;249;228
906.0;222;253;225
912.0;223;251;226
918.0;228;253;219
924.0;228;256;216
930.0;228;259;213
936.0;228;262;210
942.0;230;264;206
948.0;234;260;206
954.0;235;261;204
960.0;232;261;207
966.0;229;263;208
972.0;226;260;214
978.0;232;252;216
984.0;233;252;215
990.0;238;245;217
996.0;236;245;219
1002.0;236;251;213
1008.0;235;250;215
1014.0;232;254;214
1020.0;231;255;214
1026.0;234;254;212
1032.0;235;258;207
1038.0;234;262;204
1044.0;231;263;206
1050.0;232;268;200
