#auto generated file!
180.0;87;147;166
186.0;89;149;162
192.0;90;149;161
198.0;91;146;163
204.0;90;147;163
210.0;89;149;162
216.0;88;151;161
222.0;88;149;163
228.0;90;151;159
234.0;88;152;160
240.0;88;152;160
246.0;89;151;160
252.0;90;147;163
258.0;92;147;161
264.0;91;150;159
270.0;91;152;157
276.0;90;153;157
282.0;93;150;157
288.0;94;149;157
294.0;93;155;152
300.0;92;158;150
306.0;93;158;149
312.0;93;158;149
318.0;93;157;150
324.0;96;158;146
330.0;95;158;147
336.0;96;158;146
342.0;96;158;146
348.0;96;159;145
354.0;98;156;146
360.0;97;158;145
366.0;95;162;143
372.0;95;164;141
378.0;96;165;139
384.0;98;168;134
390.0;97;168;135
396.0;95;170;135
402.0;98;172;130
408.0;95;176;129
414.0;95;176;129
420.0;93;175;132
426.0;95;174;131
432.0;95;172;133
438.0;97;169;134
444.0;100;167;133
450.0;99;166;135
456.0;100;166;134
462.0;100;161;139
468.0;100;162;138
474.0;101;162;137
480.0;102;160;138
486.0;103;157;140
492.0;104;154;142
498.0;105;157;138
504.0;105;154;141
510.0;104;157;139
516.0;105;155;140
522.0;106;154;140
528.0;106;157;137
534.0;105;155;140
540.0;106;156;138
546.0;106;154;140
552.0;105;154;141
558.0;105;159;136
564.0;107;154;139
570.0;107;154;139
576.0;107;154;139
582.0;108;157;135
588.0;111;157;132
594.0;112;152;136
600.0;113;153;134
606.0;112;152;136
612.0;115;151;134
618.0;114;151;135
624.0;116;151;133
630.0;117;154;129
636.0;117;152;131
642.0;116;152;132
648.0;115;153;132
654.0;118;153;129
660.0;118;157;125
666.0;119;156;125
672.0;119;158;123
678.0;118;161;121
684.0;117;158;125
690.0;119;157;124
696.0;119;156;125
702.0;119;156;125
708.0;121;155;124
714.0;123;154;123
720.0;124;154;122
726.0;124;155;121
732.0;123;154;123
738.0;124;153;123
744.0;122;151;127
750.0;122;152;126
756.0;126;153;121
762.0;126;155;119
768.0;123;157;120
774.0;122;156;122
780.0;122;156;122
786.0;123;157;120
792.0;122;161;117
798.0;121;165;114
804.0;122;165;113
810.0;122;163;115
816.0;121;161;118
822.0;123;161;116
828.0;123;162;115
834.0;121;167;112
840.0;122;162;116
846.0;124;158;118
852.0;123;161;116
858.0;124;158;118
864.0;124;158;118
870.0;122;158;120
876.0;120;160;120
882.0;121;157;122
888.0;124;158;118
894.0;126;155;119
900.0;125;153;122
906.0;126;150;124
912.0;128;152;120
918.0;128;152;120
924.0;128;156;116
930.0;128;154;118
936.0;127;153;120
942.0;129;152;119
948.0;131;153;116
954.0;135;152;113
960.0;135;155;110
966.0;134;157;109
972.0;131;153;116
978.0;133;149;118
984.0;134;147;119
990.0;134;148;118
996.0;133;150;117
1002.0;135;147;118
1008.0;136;147;117
1014.0;135;147;118
1020.0;135;146;119
1026.0;135;148;117
1032.0;133;148;119
1038.0;133;147;120
1044.0;134;146;120
1050.0;133;147;120
1056.0;132;148;120
1062.0;136;143;121
1068.0;138;143;119
1074.0;135;148;117
1080.0;136;147;117
1086.0;134;148;118
1092.0;135;146;119
1098.0;133;146;121
1104.0;133;149;118
1110.0;132;149;119
1116.0;132;149;119
1122.0;131;147;122
1128.0;132;145;123
1134.0;130;145;125
1140.0;129;144;127
1146.0;130;143;127
1152.0;131;146;123
1158.0;133;142;125
1164.0;132;142;126
1170.0;132;139;129
1176.0;133;139;128
1182.0;132;143;125
1188.0;128;144;128
1194.0;129;142;129
1200.0;130;144;126
1206.0;129;144;127
1212.0;134;143;123
1218.0;135;141;124
1224.0;135;139;126
1230.0;138;140;122
1236.0;135;138;127
1242.0;134;137;129
1248.0;135;140;125
1254.0;133;143;124
1260.0;133;147;120
1266.0;135;148;117
1272.0;135;149;116
1278.0;134;151;115
1284.0;135;149;116
1290.0;130;147;123
1296.0;129;146;125
1302.0;130;144;126
1308.0;130;144;126
1314.0;129;148;123
1320.0;127;148;125
1326.0;123;152;125
1332.0;120;153;127
1338.0;120;154;126
1344.0;118;154;128
1350.0;118;155;127
1356.0;119;154;127
1362.0;119;157;124
1368.0;117;156;127
1374.0;117;155;128
1380.0;117;156;127
1386.0;117;155;128
1392.0;119;151;130
1398.0;115;153;132
1404.0;114;153;133
1410.0;115;152;133
1416.0;114;150;136
1422.0;114;151;135
1428.0;115;155;130
1434.0;115;154;131
1440.0;118;153;129
1446.0;119;154;127
1452.0;120;153;127
1458.0;119;156;125
1464.0;117;157;126
1470.0;116;158;126
1476.0;117;155;128
1482.0;118;154;128
1488.0;118;151;131
1494.0;118;151;131
